41,2024-10-08T16:23:04.064Z,solana,raydium,https://dexscreener.com/solana/9vix1vducteoc2wertsp2tudxxpwaf69aeet8enpjpsn,9ViX1VductEoC2wERTSp2TuDxXPwAf69aeET8ENPJpsN,0.0001917,0.02723,26232997,26232997,,aura,aura,https://dd.dexscreener.com/ds-data/tokens/solana/DtR4D9FtVoTX2569gaL837ZgrB6wNjj6tkmnX9Rdk9B2.png
42,2024-10-08T16:23:05.107Z,solana,raydium,https://dexscreener.com/solana/grvb7kknaku1164ktyez16f7qpcru2icxwt5n4f7vfgw,GrVb7KKNAku1164KtYEz16f7qpCRU2icXwt5n4F7VFGW,0.00001663,0.002365,2365420,2365420,,Chinese Stock Market,SSEC,https://dd.dexscreener.com/ds-data/tokens/solana/HCq9orwso55TowciCZkD3Yb7c74iHYRGvQrubz4ppump.png
43,2024-10-08T16:23:06.139Z,solana,raydium,https://dexscreener.com/solana/81e14mt778wvykypavcwoaqzsit87vhbozqxmygbaban,81E14MT778WvYKYpavCWoaqzSiT87VhboZqXmYgbABan,0.00001528,0.002176,1596331,1596331,,real fast,speed,https://dd.dexscreener.com/ds-data/tokens/solana/5Wd2ALxQfnpgQKCyH4WL9giBiiuuLuJs84CJxfQccvmN.png
44,2024-10-08T16:23:07.208Z,solana,raydium,https://dexscreener.com/solana/gh8ers4yzkr3ukdvgvu8cqjfgzu4cu62mteg9bcj7ug6,GH8Ers4yzKR3UKDvgVu8cqJfGzU4cU62mTeg9bcJ7ug6,0.001777,0.2524,140299264,140299264,,michi,$michi,https://dd.dexscreener.com/ds-data/tokens/solana/5mbK36SZ7J19An8jFochhQS4of8g6BwUjbeCSxBSoWdp.png
45,2024-10-08T16:23:07.810Z,base,uniswap,https://dexscreener.com/base/0x377feeed4820b3b28d1ab429509e7a0789824fca,0x377FeeeD4820B3B28D1ab429509e7A0789824fCA,0.000001923,0.004660,46602996,46602996,v2,Keyboard Cat,KEYCAT,https://dd.dexscreener.com/ds-data/tokens/base/0x9a26f5433671751c3276a065f57e5a02d2817973.png
46,2024-10-08T16:23:08.620Z,solana,raydium,https://dexscreener.com/solana/84wgswwhiz7cw7pd1nrz9tohunirkjxqq8d8fr8wptpo,84wGswWhiz7Cw7Pd1NRZ9toHUNiRkJxqq8d8FR8WPtPo,0.00003176,0.004518,4518165,4518165,,bro the cat,bro,https://dd.dexscreener.com/ds-data/tokens/solana/33rVymHHPxfMvg4EHKBRF3h8a37cG7Et3eQWZzAkpump.png
47,2024-10-08T16:23:09.544Z,solana,raydium,https://dexscreener.com/solana/fvmzrd1qc66zw8vprw15xn1n5owupqpqgnq5oh18mr4e,FvMZrD1qC66Zw8VPrW15xN1N5owUPqpQgNQ5oH18mR4E,0.0000003298,0.00004691,109304109,109304109,,Mumu the Bull,MUMU,https://dd.dexscreener.com/ds-data/tokens/solana/5LafQUrVco6o7KMz42eqVEJ9LW31StPyGjeeu5sKoMtA.png
48,2024-10-08T16:23:10.798Z,solana,raydium,https://dexscreener.com/solana/6uspebbn94duylui4a2wo3azdcyozon1plgyu27jzpkx,6USpEBbN94DUYLUi4a2wo3AZDCyozon1PLGYu27jzPkX,0.0006270,0.08918,89175737,89175737,,Smoking Chicken Fish,SCF,https://dd.dexscreener.com/ds-data/tokens/solana/GiG7Hr61RVm4CSUxJmgiCoySFQtdiwxtqf64MsRppump.png
49,2024-10-08T16:23:11.530Z,solana,raydium,https://dexscreener.com/solana/6nshjidfkxg9tzcpcen4g9ytkwatelcjmf73vamxewab,6NSHJiDFKXg9tzCpceN4G9YTKWATELCJmF73VaMxEwAb,0.000001061,0.0001507,150754,150754,,NASDAQ420,QQQ420,https://dd.dexscreener.com/ds-data/tokens/solana/14wsLiQvpaV5LRibdE54JUVfLh7gzjWEkQwvYXgpump.png
50,2024-10-08T16:23:12.999Z,solana,raydium,https://dexscreener.com/solana/cuuiebgrxy5bnjojjuxcpcqxcxucs6jsdnsetvpzpje3,CuUieBgrxY5bnJoJJUxcpCQxcxuCs6JSdNseTVPZpJe3,0.000003598,0.0005111,215016,215016,,TRUMP’S HAT,MAGA,https://dd.dexscreener.com/ds-data/tokens/solana/AwduJQUJoSCZm5BUdhF99iZkUTUGHU34TPft8w5kNbw1.png
